"CODIGO_CLIENTE","UF","IDADE","ESCOLARIDADE","ESTADO_CIVIL","QT_FILHOS","CASA_PROPRIA","QT_IMOVEIS","VL_IMOVEIS","OUTRA_RENDA_VALOR","TEMPO_ULTIMO_EMPREGO_MESES","TRABALHANDO_ATUALMENTE","ULTIMO_SALARIO","QT_CARROS","VALOR_TABELA_CARROS","SCORE_CREDITO","EMPRESTIMO"
"1885","SC","25","Segundo Grau Completo","Casado","0","Sim","1","220000","0","18","Sim","2200","2","30000","92","SIM"
"1886","PR","27","Superior Cursando","Casado","1","Sim","0","0","0","22","Não","3900","0","0","29","NAO"
"1887","RJ","28","Superior Completo","Divorciado","2","Não","1","370000","0","30","Sim","11500","1","35000","34","SIM"
"1888","SP","30","Segundo Grau Completo","Divorciado","0","Não","0","0","0","14","Sim","3100","2","40000","40","NAO"
"1889","MG","32","Superior Cursando","Solteiro","1","Sim","1","185000","3000","19","Sim","6800","0","0","45","SIM"
"1890","SC","35","Superior Completo","Solteiro","1","Sim","2","450000","2400","25","Sim","22000","1","150000","51","NAO"
"1891","PR","42","Segundo Grau Completo","Casado","0","Não","0","0","0","48","Sim","4500","2","28000","56","SIM"
"1892","RJ","45","Superior Cursando","Casado","0","Não","0","0","0","120","Não","9800","0","0","62","NAO"
"1893","SP","48","Superior Completo","Divorciado","2","Sim","2","600000","0","15","Sim","15000","1","70000","67","SIM"
"1894","MG","51","Segundo Grau Completo","Divorciado","1","Sim","0","0","0","80","Não","6100","2","48000","73","NAO"
"1895","SC","53","Superior Cursando","Casado","2","Não","1","280000","0","12","Sim","9000","0","0","78","SIM"
"1896","PR","55","Superior Completo","Casado","2","Não","3","700000","0","75","Não","17500","1","50000","84","NAO"
"1897","RJ","57","Segundo Grau Completo","Casado","3","Sim","1","340000","4000","90","Sim","13000","2","180000","89","SIM"
"1898","SP","62","Superior Cursando","Casado","3","Sim","1","450000","3200","93","Não","5300","0","0","95","NAO"
"1899","RJ","65","Superior Completo","Viuvo","1","Não","3","900000","0","150","Não","18300","1","80000","98","SIM"
"1900","SP","19","Superior Cursando","Solteiro","0","Não","0","0","0","8","Sim","1800","0","0","12","NAO"
"1901","MG","23","Superior Completo","Solteiro","1","Não","0","0","0","9","Não","4800","1","50000","86","SIM"
"1902","SC","25","Segundo Grau Completo","Casado","0","Sim","1","220000","0","18","Sim","2200","2","30000","23","NAO"
"1903","PR","27","Superior Cursando","Casado","1","Sim","0","0","0","22","Não","3900","0","0","82","SIM"
"1904","RJ","28","Superior Completo","Divorciado","2","Não","1","370000","0","30","Sim","11500","1","35000","34","NAO"
"1905","SP","30","Segundo Grau Completo","Divorciado","0","Não","0","0","0","14","Sim","3100","2","40000","40","SIM"
"1906","MG","32","Superior Cursando","Solteiro","1","Sim","1","185000","3000","19","Sim","6800","0","0","45","NAO"
"1907","SC","35","Superior Completo","Solteiro","1","Não","0","0","0","8","Sim","1800","0","0","79","SIM"
"1908","PR","42","Segundo Grau Completo","Casado","0","Não","0","0","0","9","Não","4800","1","50000","18","NAO"
"1909","RJ","45","Superior Cursando","Casado","0","Sim","1","220000","0","18","Sim","2200","2","30000","75","SIM"
"1910","SP","48","Superior Completo","Divorciado","2","Sim","0","0","0","22","Não","3900","0","0","29","NAO"
"1911","MG","51","Segundo Grau Completo","Divorciado","1","Não","1","370000","0","30","Sim","11500","1","35000","34","SIM"
"1912","SC","53","Superior Cursando","Casado","2","Não","0","0","0","14","Sim","3100","2","40000","40","NAO"
"1913","PR","55","Superior Completo","Casado","2","Sim","1","185000","3000","19","Sim","6800","0","0","45","SIM"
"1914","RJ","57","Segundo Grau Completo","Casado","3","Sim","2","450000","2400","25","Sim","22000","1","150000","51","NAO"
"1915","SP","62","Superior Cursando","Casado","3","Não","0","0","0","48","Sim","4500","2","28000","56","SIM"
"1916","RJ","65","Superior Completo","Viuvo","1","Não","0","0","0","120","Não","9800","0","0","62","NAO"
"1917","SP","19","Superior Cursando","Solteiro","0","Sim","2","600000","0","15","Sim","15000","1","70000","67","SIM"
"1918","MG","23","Superior Completo","Solteiro","1","Sim","0","0","0","80","Não","6100","2","48000","73","NAO"
"1919","SC","25","Segundo Grau Completo","Casado","0","Não","1","280000","0","12","Sim","9000","0","0","78","SIM"
"1920","PR","28","Superior Cursando","Casado","1","Não","3","700000","0","75","Não","17500","1","50000","84","NAO"
"1921","RJ","28","Superior Completo","Divorciado","2","Sim","1","340000","4000","90","Sim","13000","2","180000","89","SIM"
"1922","SP","30","Segundo Grau Completo","Divorciado","0","Sim","1","450000","3200","93","Não","5300","0","0","95","NAO"
"1923","MG","32","Superior Cursando","Solteiro","1","Não","3","900000","0","150","Não","18300","1","80000","98","SIM"
"1924","SC","35","Superior Completo","Solteiro","1","Não","0","0","0","8","Sim","1800","0","0","12","NAO"
"1925","PR","42","Segundo Grau Completo","Casado","0","Não","0","0","0","9","Não","4800","1","50000","92","SIM"
"1926","RJ","45","Superior Cursando","Casado","0","Sim","1","220000","0","18","Sim","2200","2","30000","23","NAO"
"1927","SP","48","Superior Completo","Divorciado","2","Sim","0","0","0","22","Não","3900","0","0","86","SIM"
"1928","MG","51","Segundo Grau Completo","Divorciado","1","Não","1","370000","0","30","Sim","11500","1","35000","34","NAO"
"1929","SC","53","Superior Cursando","Casado","2","Não","0","0","0","14","Sim","3100","2","40000","40","SIM"
"1930","PR","55","Superior Completo","Casado","2","Sim","1","185000","3000","19","Sim","6800","0","0","45","NAO"
"1931","RJ","57","Segundo Grau Completo","Casado","3","Não","0","0","0","8","Sim","1800","0","0","82","SIM"
"1932","SP","62","Superior Cursando","Casado","3","Não","0","0","0","9","Não","4800","1","50000","18","NAO"
"1933","RJ","65","Superior Completo","Viuvo","1","Sim","1","220000","0","18","Sim","2200","2","30000","79","SIM"
"1934","SP","19","Superior Cursando","Solteiro","0","Sim","0","0","0","22","Não","3900","0","0","29","NAO"
"1935","MG","23","Superior Completo","Solteiro","1","Não","1","370000","0","30","Sim","11500","1","35000","34","SIM"
"1936","SC","25","Segundo Grau Completo","Casado","0","Não","0","0","0","14","Sim","3100","2","40000","40","NAO"
"1937","PR","27","Superior Cursando","Casado","1","Sim","1","185000","3000","19","Sim","6800","0","0","45","SIM"
"1938","RJ","28","Superior Completo","Divorciado","2","Sim","2","450000","2400","25","Sim","22000","1","150000","51","NAO"
"1939","SP","30","Segundo Grau Completo","Divorciado","0","Não","0","0","0","48","Sim","4500","2","28000","56","SIM"
"1940","MG","32","Superior Cursando","Solteiro","1","Não","0","0","0","120","Não","9800","0","0","62","NAO"
"1941","SC","35","Superior Completo","Solteiro","1","Sim","2","600000","0","15","Sim","15000","1","70000","67","SIM"
"1942","PR","42","Segundo Grau Completo","Casado","0","Sim","0","0","0","80","Não","6100","2","48000","73","NAO"
"1943","RJ","45","Superior Cursando","Casado","0","Não","1","280000","0","12","Sim","9000","0","0","78","SIM"
"1944","SP","48","Superior Completo","Divorciado","2","Não","3","700000","0","75","Não","17500","1","50000","84","NAO"
"1945","MG","51","Segundo Grau Completo","Divorciado","1","Sim","1","340000","4000","90","Sim","13000","2","180000","89","SIM"
"1946","SC","53","Superior Cursando","Casado","2","Sim","1","450000","3200","93","Não","5300","0","0","95","NAO"
"1947","PR","55","Superior Completo","Casado","2","Não","3","900000","0","150","Não","18300","1","80000","98","SIM"
"1948","RJ","57","Segundo Grau Completo","Casado","3","Não","0","0","0","8","Sim","1800","0","0","12","NAO"
"1949","SP","62","Superior Cursando","Casado","3","Não","0","0","0","9","Não","4800","1","50000","82","SIM"
"1950","RJ","65","Superior Completo","Viuvo","1","Sim","1","220000","0","18","Sim","2200","2","30000","23","NAO"
"1951","SP","19","Superior Cursando","Solteiro","0","Sim","0","0","0","22","Não","3900","0","0","98","SIM"
"1952","MG","23","Superior Completo","Solteiro","1","Não","1","370000","0","30","Sim","11500","1","35000","34","NAO"
"1953","SC","25","Segundo Grau Completo","Casado","0","Não","0","0","0","14","Sim","3100","2","40000","40","SIM"
"1954","PR","27","Superior Cursando","Casado","1","Sim","1","185000","3000","19","Sim","6800","0","0","45","NAO"
"1955","RJ","28","Superior Completo","Divorciado","2","Não","0","0","0","8","Sim","1800","0","0","58","SIM"
"1956","SP","30","Segundo Grau Completo","Divorciado","0","Não","0","0","0","9","Não","4800","1","50000","18","NAO"
"1957","MG","32","Superior Cursando","Solteiro","1","Sim","1","220000","0","18","Sim","2200","2","30000","75","SIM"
"1958","SC","35","Superior Completo","Solteiro","1","Sim","0","0","0","22","Não","3900","0","0","29","NAO"
"1959","PR","42","Segundo Grau Completo","Casado","0","Não","1","370000","0","30","Sim","11500","1","35000","34","SIM"
"1960","RJ","45","Superior Cursando","Casado","0","Não","0","0","0","14","Sim","3100","2","40000","40","NAO"
"1961","SP","48","Superior Completo","Divorciado","2","Sim","1","185000","3000","19","Sim","6800","0","0","45","SIM"
"1962","MG","51","Segundo Grau Completo","Divorciado","1","Sim","2","450000","2400","25","Sim","22000","1","150000","51","NAO"
"1963","SC","53","Superior Cursando","Casado","2","Não","0","0","0","48","Sim","4500","2","28000","56","SIM"
"1964","PR","55","Superior Completo","Casado","2","Não","0","0","0","120","Não","9800","0","0","62","NAO"
"1965","RJ","57","Segundo Grau Completo","Casado","3","Sim","2","600000","0","15","Sim","15000","1","70000","67","SIM"
"1966","SP","62","Superior Cursando","Casado","3","Sim","0","0","0","80","Não","6100","2","48000","73","NAO"
"1967","RJ","65","Superior Completo","Viuvo","1","Não","1","280000","0","12","Sim","9000","0","0","78","SIM"
"1968","SP","19","Superior Cursando","Solteiro","0","Não","3","700000","0","75","Não","17500","1","50000","84","NAO"
"1969","MG","23","Superior Completo","Solteiro","1","Sim","1","340000","4000","90","Sim","13000","2","180000","89","SIM"
"1970","SC","25","Segundo Grau Completo","Casado","0","Sim","1","450000","3200","93","Não","5300","0","0","95","NAO"
"1971","PR","27","Superior Cursando","Casado","1","Não","3","900000","0","150","Não","18300","1","80000","98","SIM"
"1972","RJ","28","Superior Completo","Divorciado","2","Não","0","0","0","8","Sim","1800","0","0","12","NAO"
"1973","SP","30","Segundo Grau Completo","Divorciado","0","Não","0","0","0","9","Não","4800","1","50000","92","SIM"
"1974","MG","32","Superior Cursando","Solteiro","1","Sim","1","220000","0","18","Sim","2200","2","30000","23","NAO"
"1975","SC","35","Superior Completo","Solteiro","1","Sim","0","0","0","22","Não","3900","0","0","86","SIM"
"1976","PR","42","Segundo Grau Completo","Casado","0","Não","1","370000","0","30","Sim","11500","1","35000","34","NAO"
"1977","RJ","45","Superior Cursando","Casado","0","Não","0","0","0","14","Sim","3100","2","40000","40","SIM"
"1978","SP","48","Superior Completo","Divorciado","2","Sim","1","185000","3000","19","Sim","6800","0","0","45","NAO"
"1979","MG","51","Segundo Grau Completo","Divorciado","1","Não","0","0","0","8","Sim","1800","0","0","82","SIM"
"1980","SC","53","Superior Cursando","Casado","2","Não","0","0","0","9","Não","4800","1","50000","18","NAO"
"1981","PR","55","Superior Completo","Casado","2","Sim","1","220000","0","18","Sim","2200","2","30000","79","SIM"
"1982","RJ","57","Segundo Grau Completo","Casado","3","Sim","0","0","0","22","Não","3900","0","0","29","NAO"
"1983","SP","62","Superior Cursando","Casado","3","Não","1","370000","0","30","Sim","11500","1","35000","34","SIM"
"1984","RJ","65","Superior Completo","Viuvo","1","Não","0","0","0","14","Sim","3100","2","40000","40","NAO"
"1985","SP","19","Superior Cursando","Solteiro","0","Sim","1","185000","3000","19","Sim","6800","0","0","45","SIM"
"1986","MG","23","Superior Completo","Solteiro","1","Sim","2","450000","2400","25","Sim","22000","1","150000","51","NAO"
"1987","SC","25","Segundo Grau Completo","Casado","0","Não","0","0","0","48","Sim","4500","2","28000","56","SIM"
"1988","PR","27","Superior Cursando","Casado","1","Não","0","0","0","120","Não","9800","0","0","62","NAO"
"1989","RJ","28","Superior Completo","Divorciado","2","Sim","2","600000","0","15","Sim","15000","1","70000","67","SIM"
"1990","SP","30","Segundo Grau Completo","Divorciado","0","Sim","0","0","0","80","Não","6100","2","48000","73","NAO"
"1991","MG","32","Superior Cursando","Solteiro","1","Não","1","280000","0","12","Sim","9000","0","0","78","SIM"
"1992","SC","35","Superior Completo","Solteiro","1","Não","3","700000","0","75","Não","17500","1","50000","84","NAO"
"1993","PR","42","Segundo Grau Completo","Casado","0","Sim","1","340000","4000","90","Sim","13000","2","180000","89","SIM"
"1994","RJ","45","Superior Cursando","Casado","0","Sim","1","450000","3200","93","Não","5300","0","0","95","NAO"
"1995","SP","48","Superior Completo","Divorciado","2","Não","3","900000","0","150","Não","18300","1","80000","98","SIM"
"1996","MG","51","Segundo Grau Completo","Divorciado","1","Não","0","0","0","8","Sim","1800","0","0","12","NAO"
"1997","SC","53","Superior Cursando","Casado","2","Não","0","0","0","9","Não","4800","1","50000","75","SIM"
"1998","PR","55","Superior Completo","Casado","2","Sim","1","220000","0","18","Sim","2200","2","30000","23","NAO"
"1999","RJ","57","Segundo Grau Completo","Casado","3","Sim","0","0","0","22","Não","3900","0","0","92","SIM"
"2000","SP","62","Superior Cursando","Casado","3","Não","1","370000","0","30","Sim","11500","1","35000","34","NAO"
"2001","RJ","65","Superior Completo","Viuvo","1","Não","0","0","0","14","Sim","3100","2","40000","40","SIM"
"2002","RJ","65","Superior Completo","Viuvo","1","Sim","1","185000","3000","19","Sim","6800","0","0","45","NAO"
"2003","SP","23","Segundo Grau Completo","Casado","3","Sim","2","600000","0","15","Sim","15000","1","70000","67","SIM"
"2004","MG","28","Superior Cursando","Casado","3","Sim","0","0","0","80","Não","6100","2","48000","73","NAO"
"2005","SC","30","Superior Completo","Viuvo","1","Não","1","280000","0","12","Sim","9000","0","0","78","SIM"
"2006","PR","32","Superior Cursando","Solteiro","0","Não","3","700000","0","75","Não","17500","1","50000","84","NAO"
"2007","RJ","35","Superior Completo","Solteiro","1","Sim","1","340000","4000","90","Sim","13000","2","180000","89","SIM"
"2008","SP","42","Segundo Grau Completo","Casado","0","Sim","1","450000","3200","93","Não","5300","0","0","95","NAO"
"2009","MG","45","Superior Cursando","Casado","1","Não","3","900000","0","150","Não","18300","1","80000","98","SIM"
"2010","SC","48","Superior Completo","Divorciado","2","Não","0","0","0","8","Sim","1800","0","0","12","NAO"
"2011","PR","51","Segundo Grau Completo","Divorciado","0","Não","0","0","0","9","Não","4800","1","50000","86","SIM"
"2012","RJ","53","Superior Cursando","Solteiro","1","Sim","1","220000","0","18","Sim","2200","2","30000","23","NAO"
"2013","SP","55","Superior Completo","Solteiro","1","Sim","0","0","0","22","Não","3900","0","0","82","SIM"
"2014","MG","57","Segundo Grau Completo","Casado","0","Não","1","370000","0","30","Sim","11500","1","35000","34","NAO"
"2015","SC","62","Superior Cursando","Casado","0","Não","0","0","0","14","Sim","3100","2","40000","40","SIM"
"2016","PR","65","Superior Completo","Divorciado","2","Sim","1","185000","3000","19","Sim","6800","0","0","45","NAO"
"2017","RJ","19","Segundo Grau Completo","Divorciado","1","Não","0","0","0","8","Sim","1800","0","0","79","SIM"
"2018","SP","23","Superior Cursando","Casado","2","Não","0","0","0","9","Não","4800","1","50000","18","NAO"
"2019","RJ","25","Superior Completo","Casado","2","Sim","1","220000","0","18","Sim","2200","2","30000","82","SIM"
"2020","SP","27","Segundo Grau Completo","Casado","3","Sim","0","0","0","22","Não","3900","0","0","29","NAO"
"2021","MG","28","Superior Cursando","Casado","3","Não","1","370000","0","30","Sim","11500","1","35000","34","SIM"
"2022","SC","30","Superior Completo","Viuvo","1","Não","0","0","0","14","Sim","3100","2","40000","40","NAO"
"2023","PR","32","Superior Cursando","Solteiro","0","Sim","1","185000","3000","19","Sim","6800","0","0","45","SIM"
"2024","RJ","35","Superior Completo","Solteiro","1","Sim","2","450000","2400","25","Sim","22000","1","150000","51","NAO"
"2025","SP","42","Segundo Grau Completo","Casado","0","Não","0","0","0","48","Sim","4500","2","28000","56","SIM"
"2026","MG","45","Superior Cursando","Casado","1","Não","0","0","0","120","Não","9800","0","0","62","NAO"
"2027","SC","48","Superior Completo","Divorciado","2","Sim","2","600000","0","15","Sim","15000","1","70000","67","SIM"
"2028","PR","51","Segundo Grau Completo","Divorciado","0","Sim","0","0","0","80","Não","6100","2","48000","73","NAO"
